NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.226,37.626,37.657,37.535,37.621,37.466,37.433,37.381,37.223,37.173,37.056,37.036,36.966,37.018,37.068,36.875,36.894,36.878,36.865,36.856,36.767,36.729,36.826,36.719,36.514,36.53,36.547,36.426,36.547,36.52,36.437,36.525,36.467,36.38,36.391,36.412,36.375,36.214,36.201,36.127,36.118,36.148,35.91,35.885,35.923,35.779,35.706,35.703,35.636,35.649,35.709,35.687,35.279,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.765,37.524,37.518,37.738,37.508,37.431,37.376,37.3,37.254,37.2,37.178,37.061,37.136,37.058,37.006,36.979,36.952,36.809,36.891,36.719,36.663,36.891,36.632,36.657,36.645,36.655,36.499,36.478,36.468,36.416,36.606,36.5,36.337,36.322,36.603,36.345,36.325,36.264,36.197,36.242,36.323,36.029,35.917,35.845,35.726,35.768,35.823,35.73,35.737,35.856,35.695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.039,37.646,37.637,37.597,37.491,37.523,37.548,37.43,37.259,37.225,37.275,37.198,37.111,37.064,37.038,36.971,37.102,37.046,36.952,36.873,36.887,36.945,36.917,36.814,36.808,36.731,36.613,36.568,36.559,36.517,36.587,36.65,36.455,36.506,36.66,36.377,36.414,36.484,36.321,36.41,36.343,36.13,35.959,35.976,35.939,35.885,36.115,36.041,36.063,36.099,35.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.033,37.673,37.76,37.779,37.505,37.556,37.577,37.412,37.371,37.507,37.31,37.296,37.267,37.143,37.173,37.227,37.161,37.028,37.117,36.98,37.018,37.046,36.915,36.899,36.935,36.76,36.706,36.631,36.717,36.69,36.778,36.842,36.631,36.535,36.616,36.559,36.527,36.5,36.394,36.658,36.484,36.233,36.079,36.061,36.026,36.14,36.268,36.403,36.446,36.591,36.88,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.669,37.674,37.632,37.534,37.42,37.404,37.392,37.192,37.279,37.347,37.349,37.257,37.276,37.206,37.168,37.192,37.196,37.163,36.99,36.998,37.062,36.993,36.86,36.869,36.961,36.843,36.779,36.829,36.819,36.761,36.818,36.796,36.77,36.549,36.628,36.701,36.579,36.623,36.64,36.735,36.547,36.413,36.526,36.599,36.257,36.312,36.369,36.509,36.48,36.788,36.812,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.219,37.526,37.403,37.294,37.179,37.204,37.244,37.164,37.045,37.154,37.168,37.188,37.217,37.155,37.183,37.18,37.259,37.21,37.029,37.195,37.094,36.965,36.938,36.968,36.877,36.882,36.821,36.756,36.737,36.773,36.825,36.891,36.765,36.721,36.726,36.644,36.614,36.626,36.691,36.721,36.802,36.618,36.71,36.431,36.476,36.557,36.695,36.719,36.542,36.748,36.425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.326,37.384,37.185,37.041,36.903,37.003,36.96,36.991,36.776,36.839,37.011,37.104,37.093,37.117,37.058,37.05,37.1,37.055,37,37.057,37.061,36.88,36.718,36.849,36.849,36.831,36.857,36.688,36.684,36.849,36.829,36.774,36.794,36.77,36.775,36.867,36.759,36.78,36.769,36.797,36.746,36.763,36.753,36.774,36.727,36.833,36.713,36.773,36.739,36.675,36.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.903,37.167,36.949,36.942,36.894,36.885,36.924,36.78,36.667,36.81,36.869,36.885,36.959,36.937,36.95,36.958,36.937,36.911,36.917,36.988,36.703,36.567,36.665,36.713,36.717,36.814,36.657,36.62,36.837,36.651,36.611,36.703,36.644,36.654,36.891,36.761,36.688,36.729,36.803,36.731,36.702,36.666,36.776,36.826,36.713,36.721,36.815,36.876,36.679,36.584,36.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.592,36.898,36.85,36.794,36.905,36.903,36.614,36.528,36.715,36.716,36.677,36.723,36.896,36.843,36.696,36.601,36.737,36.741,36.833,36.675,36.538,36.704,36.672,36.5,36.618,36.598,36.654,36.703,36.667,36.445,36.556,36.268,36.508,36.639,36.598,36.508,36.611,36.658,36.73,36.751,36.733,36.607,36.755,36.641,36.605,36.579,36.664,36.691,36.549,36.399,35.681,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.263,36.647,36.572,36.685,36.633,36.49,36.456,36.57,36.542,36.505,36.573,36.629,36.731,36.644,36.613,36.529,36.535,36.631,36.517,36.414,36.626,36.596,36.368,36.551,36.635,36.507,36.434,36.491,36.304,36.259,36.17,36.236,36.556,36.445,36.427,36.525,36.599,36.54,36.609,36.686,36.472,36.535,36.42,36.475,36.51,36.616,36.601,36.407,36.329,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.946,36.423,36.454,36.318,36.363,36.373,36.495,36.464,36.49,36.391,36.407,36.476,36.434,36.358,36.416,36.378,36.416,36.281,36.396,36.517,36.376,36.337,36.41,36.418,36.336,36.334,36.187,36.236,36.141,36.096,35.977,36.107,36.333,36.268,36.392,36.489,36.545,36.437,36.529,36.406,36.311,36.199,36.335,36.375,36.546,36.481,36.471,36.33,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.946,36.314,36.293,36.348,36.365,36.26,36.272,36.251,36.33,36.317,36.268,36.231,36.24,36.276,36.294,36.227,36.237,36.237,36.332,36.184,36.067,36.145,36.239,36.169,36.202,36.146,36.108,36.016,36.162,36.129,35.926,35.944,36.136,36.215,36.324,36.407,36.524,36.275,36.266,36.296,36.219,36.129,36.359,36.466,36.624,36.644,36.475,36.224,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,37.21,36.293,36.272,36.294,36.27,36.336,36.248,36.216,36.183,36.19,36.311,36.283,36.269,36.251,36.2,36.261,36.216,36.187,36.22,36.098,36.063,36.136,36.102,36.136,36.059,36.026,36.077,35.902,35.949,35.972,35.871,35.922,35.965,36.005,35.948,35.979,36.166,36.105,36.094,36.036,35.996,36.116,36.436,36.54,36.548,36.442,36.518,36.024,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.453,36.219,36.266,36.225,36.259,36.365,36.255,36.26,36.266,36.216,36.133,36.274,36.36,36.228,36.163,36.137,36.188,36.264,36.185,36.105,36.153,36.166,36.149,36.112,36.023,36.061,35.998,35.879,35.825,35.867,35.895,35.909,36.004,36.094,36.039,35.781,35.867,35.76,35.644,35.785,35.829,36.038,36.311,36.186,35.758,35.199,34.662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.265,36.239,36.259,36.263,36.26,36.297,36.298,36.278,36.292,36.204,36.167,36.239,36.209,36.141,36.187,36.207,36.187,36.231,36.159,36.096,36.175,36.069,36.064,36.102,36.007,35.969,35.966,35.969,35.825,35.96,35.983,35.923,36,35.956,36.026,35.867,35.874,35.651,35.644,35.645,35.731,35.91,35.778,34.565,32.872,31.687,27.995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.873,36.061,36.113,36.202,36.36,36.298,36.279,36.32,36.266,36.345,36.278,36.222,36.194,36.275,36.297,36.156,36.315,36.329,36.29,36.317,36.17,36.114,36.109,36.078,36.094,36.029,35.9,35.953,36.068,35.911,35.885,35.962,35.988,35.961,35.974,36.046,35.948,35.972,35.92,35.725,35.513,35.328,35.328,35.111,34.593,34.19,34.527,34.937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.127,36.218,36.171,36.234,36.262,36.504,36.444,36.306,36.37,36.353,36.314,36.447,36.304,36.189,36.318,36.33,36.268,36.336,36.361,36.351,36.383,36.299,36.227,36.176,36.183,36.101,36.171,35.976,35.998,36.062,36.08,35.954,36.017,35.89,36.038,35.952,35.895,35.887,35.936,35.886,35.707,35.635,35.575,35.376,35.353,35.703,35.98,36.133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.97,35.644,36.204,36.258,36.186,36.244,36.261,36.286,36.351,36.397,36.411,36.354,36.395,36.338,36.267,36.323,36.298,36.302,36.325,36.398,36.288,36.367,36.281,36.355,36.365,36.269,36.216,36.204,36.235,36.194,36.081,35.955,36.04,35.997,35.965,36.019,35.945,35.792,35.815,35.844,35.921,35.875,35.99,35.905,35.93,35.972,35.818,35.947,36.112,35.975,35.804,33.908,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,36.353,36.363,36.431,36.407,36.356,36.357,36.203,36.193,36.277,36.209,36.171,36.283,36.242,36.268,36.259,36.284,36.305,36.291,36.325,36.247,36.309,36.27,36.333,36.232,36.219,36.177,36.261,36.228,36.129,36.137,36.242,36.197,36.06,36.059,36.024,35.96,36.03,36.069,35.899,35.853,35.713,35.712,35.589,35.692,35.627,35.482,35.496,35.575,35.425,35.425,35.343,35.13,34.654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.922,36.23,36.467,36.482,36.416,36.437,36.532,36.442,36.339,36.225,36.17,36.283,36.21,36.165,36.167,36.254,36.234,36.267,36.306,36.289,36.223,36.225,36.253,36.159,36.272,36.218,36.207,36.166,36.146,36.134,36.033,35.966,36.011,36.101,36.245,36.19,36.105,36.015,35.995,36.11,36.245,35.88,35.681,35.643,35.477,35.374,35.432,35.367,35.275,35.181,35.157,35.067,34.938,34.802,34.774,34.342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19.541,36.112,36.519,36.452,36.568,36.439,36.411,36.376,36.265,36.081,36.117,36.033,36.089,36.199,36.191,36.212,36.163,36.114,36.058,35.98,35.898,35.952,35.941,35.995,36.116,36.033,36.17,36.235,36.026,36.011,36.106,35.919,35.837,35.702,35.528,35.601,35.737,35.772,35.874,36.01,35.848,35.919,35.847,35.748,35.568,35.493,35.373,35.443,35.33,35.319,35.239,35.184,35.065,35.09,35.045,NaN,34.711,34.359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.6059,30.706,36.556,36.634,36.437,36.44,36.438,36.366,36.288,36.112,35.899,35.885,35.939,35.991,36.058,36.023,35.879,35.914,35.88,35.893,35.753,35.747,35.841,35.83,35.724,35.821,35.767,35.907,35.931,35.786,35.708,35.741,35.708,35.708,35.566,35.378,35.488,35.599,35.563,35.638,35.653,35.584,35.668,35.733,35.564,35.454,35.51,35.524,35.492,35.463,35.436,35.342,35.348,35.215,35.164,35.224,34.923,NaN,33.512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21.056,34.434,36.52,36.557,36.467,36.287,36.186,36.065,36.11,35.967,35.754,35.583,35.752,35.83,35.942,35.89,35.9,35.781,35.806,35.778,35.725,35.647,35.766,35.727,35.695,35.701,35.695,35.732,35.729,35.66,35.653,35.652,35.581,35.576,35.62,35.485,35.545,35.592,35.555,35.564,35.693,35.605,35.538,35.584,35.596,35.58,35.618,35.616,35.54,35.619,35.529,35.492,35.549,35.406,35.257,35.115,34.472,32.388,31.029,29.831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23.422,31.285,36.519,36.639,36.644,36.578,36.006,35.423,35.573,35.924,35.891,35.632,35.601,35.678,35.646,35.813,36.045,35.948,35.926,35.866,35.737,35.74,35.677,35.714,35.636,35.715,35.653,35.62,35.573,35.534,35.601,35.677,35.646,35.478,35.522,35.616,35.516,35.492,35.557,35.468,35.49,35.524,35.466,35.526,35.618,35.697,35.596,35.594,35.629,35.706,35.758,35.654,35.627,35.714,35.561,35.311,34.132,32.366,30.751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.03,32.888,36.548,36.7,36.784,36.292,35.282,34.54,35.285,35.785,35.82,35.681,35.404,35.122,34.995,35.194,35.688,35.825,35.797,35.634,35.536,35.521,35.617,35.53,35.483,35.517,35.509,35.503,35.45,35.364,35.424,35.504,35.462,35.51,35.489,35.382,35.438,35.404,35.445,35.448,35.319,34.938,NaN,NaN,36.304,35.763,35.667,34.741,35.511,36.829,36.652,35.987,35.941,35.685,35.436,35.117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.509,28.955,29.169,32.189,35.531,36.688,36.433,35.309,33.801,33.646,34.814,35.43,35.807,35.742,35.131,34.21,33.799,34.157,34.668,34.975,34.985,35.014,35.044,35.044,35.176,35.139,35.227,35.266,35.281,35.334,35.397,35.329,35.212,35.234,35.314,35.378,35.384,35.364,35.305,35.364,35.276,34.87,34.057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,35.828,35.704,35.416,35.294,33.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,35.877,35.902,35.917,33.975,31.078,31.075,31.711,32.665,33.636,34.366,34.066,32.626,32.492,33.109,34.013,34.583,35.328,35.313,34.129,33.599,34.09,34.372,34.435,34.582,34.733,34.832,35.009,35.082,35.056,34.963,35.043,35.095,35.111,35.16,35.208,35.285,35.074,35.149,35.245,35.188,35.311,35.38,35.259,35.149,34.404,33.531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,NaN,35.894,35.799,35.865,35.445,33.052,32.638,32.795,32.286,32.216,32.498,32.766,32.205,31.758,31.871,32.557,33.535,34.088,34.168,33.709,33.666,34.924,35.573,35.209,34.758,35.024,35.245,35.264,35.215,35.37,35.298,35.347,35.38,35.303,35.389,35.361,35.239,35.055,35.275,35.493,35.401,35.364,35.346,35.16,34.957,33.811,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32.709,35.192,35.586,34.953,34.2,33.865,32.475,32.743,32.463,32.418,31.359,31.951,33.276,33.896,34.025,33.727,32.961,33.189,33.214,33.668,34.212,35.221,36.038,36.092,35.803,35.392,35.443,35.647,35.474,35.457,35.52,35.574,35.557,35.549,35.28,35.376,35.493,35.396,35.129,35.362,35.397,35.619,35.339,35.156,35.033,34.331,32.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34.301,35.334,35.254,34.698,34.214,33.986,32.789,32.37,32.305,32.713,31.738,33.362,34.403,35.1,36.092,36.238,35.859,35.769,35.727,35.522,35.954,36.018,36.025,36.126,36.19,35.908,35.981,35.954,35.728,35.698,35.911,35.751,35.712,35.831,35.76,35.809,35.563,35.366,35.21,35.546,35.747,35.687,35.293,35.015,34.358,31.64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
